,시도,시군구,월,일,경상자수,부상신고자수,중상자수,부상자수,사고건수,사망자수,연도
1371,인천,부평구,03월,12일,1,0,0,1,1,0,2018년
1372,인천,부평구,04월,12일,2,0,4,6,5,0,2018년
1373,인천,부평구,05월,12일,3,0,0,3,2,0,2018년
1374,인천,부평구,06월,12일,2,0,0,2,1,0,2018년
1375,인천,부평구,07월,12일,1,0,2,3,3,0,2018년
1376,인천,부평구,08월,12일,0,0,0,0,0,0,2018년
1377,인천,부평구,09월,12일,3,0,1,4,4,0,2018년
1378,인천,부평구,10월,12일,2,0,0,2,2,0,2018년
1379,인천,부평구,11월,12일,2,0,1,3,2,0,2018년
1380,인천,부평구,12월,12일,1,0,0,1,1,0,2018년
1381,인천,서구,01월,12일,10,0,4,14,13,0,2018년
1382,인천,서구,02월,12일,2,0,1,3,3,0,2018년
1383,인천,서구,03월,12일,3,0,2,5,4,0,2018년
1384,인천,서구,04월,12일,9,1,6,16,5,0,2018년
1385,인천,서구,05월,12일,8,0,1,9,6,0,2018년
1386,인천,서구,06월,12일,1,0,2,3,3,0,2018년
1387,인천,서구,07월,12일,0,0,1,1,1,0,2018년
1388,인천,서구,08월,12일,2,0,0,2,2,0,2018년
1389,인천,서구,09월,12일,3,0,1,4,5,1,2018년
1390,인천,서구,10월,12일,1,0,0,1,1,0,2018년
1391,인천,서구,11월,12일,1,0,2,3,3,0,2018년
1392,인천,서구,12월,12일,3,0,0,3,2,0,2018년
1393,인천,연수구,01월,12일,5,0,0,5,4,0,2018년
1394,인천,연수구,02월,12일,2,0,0,2,1,0,2018년
1395,인천,연수구,03월,12일,1,0,0,1,1,0,2018년
1396,인천,연수구,04월,12일,10,0,0,10,6,1,2018년
1397,인천,연수구,05월,12일,2,0,0,2,2,0,2018년
1398,인천,연수구,06월,12일,0,0,0,0,0,0,2018년
1399,인천,연수구,07월,12일,1,0,1,2,1,0,2018년
1400,인천,연수구,08월,12일,1,0,0,1,2,1,2018년
1401,인천,연수구,09월,12일,9,0,2,11,3,0,2018년
1402,인천,연수구,10월,12일,0,0,0,0,0,0,2018년
1403,인천,연수구,11월,12일,3,0,1,4,3,0,2018년
1404,인천,연수구,12월,12일,5,0,0,5,3,0,2018년
1405,인천,옹진군,01월,12일,0,0,0,0,0,0,2018년
1406,인천,옹진군,03월,12일,1,0,1,2,1,0,2018년
1407,인천,옹진군,04월,12일,0,0,0,0,0,0,2018년
1408,인천,옹진군,05월,12일,1,0,0,1,1,0,2018년
1409,인천,옹진군,06월,12일,0,0,0,0,0,0,2018년
1410,인천,옹진군,07월,12일,0,0,0,0,0,0,2018년
1411,인천,옹진군,08월,12일,0,0,0,0,0,0,2018년
1412,인천,옹진군,09월,12일,0,0,0,0,0,0,2018년
1413,인천,옹진군,10월,12일,0,0,0,0,0,0,2018년
1414,인천,옹진군,11월,12일,0,0,0,0,0,0,2018년
1415,인천,옹진군,12월,12일,0,0,0,0,0,0,2018년
1416,인천,중구,01월,12일,0,0,1,1,1,0,2018년
1417,인천,중구,02월,12일,0,0,1,1,1,0,2018년
1418,인천,중구,03월,12일,0,0,0,0,0,0,2018년
1419,인천,중구,04월,12일,0,0,0,0,0,0,2018년
1420,인천,중구,05월,12일,3,0,1,4,3,0,2018년
1421,인천,중구,06월,12일,0,0,0,0,0,0,2018년
1422,인천,중구,07월,12일,0,0,0,0,0,0,2018년
1423,인천,중구,08월,12일,3,0,0,3,1,0,2018년
1424,인천,중구,09월,12일,2,0,1,3,3,0,2018년
1425,인천,중구,10월,12일,7,0,0,7,4,0,2018년
1426,인천,중구,11월,12일,3,0,0,3,2,0,2018년
1427,인천,중구,12월,12일,1,0,1,2,2,0,2018년
1428,인천,강화군,01월,13일,0,0,0,0,0,0,2018년
1429,인천,강화군,02월,13일,0,0,1,1,1,0,2018년
1430,인천,강화군,03월,13일,0,0,0,0,0,0,2018년
1431,인천,강화군,04월,13일,0,0,1,1,1,0,2018년
1432,인천,강화군,05월,13일,0,0,1,1,1,0,2018년
1433,인천,강화군,06월,13일,0,0,1,1,1,0,2018년
1434,인천,강화군,07월,13일,2,0,0,2,1,0,2018년
1435,인천,강화군,08월,13일,0,0,0,0,0,0,2018년
1436,인천,강화군,09월,13일,0,0,0,0,0,0,2018년
1437,인천,강화군,10월,13일,0,0,0,0,0,0,2018년
1438,인천,강화군,11월,13일,0,0,0,0,0,0,2018년
1439,인천,강화군,12월,13일,0,0,0,0,0,0,2018년
1440,인천,계양구,01월,13일,2,0,1,3,2,0,2018년
1441,인천,계양구,02월,13일,9,1,0,10,5,0,2018년
1442,인천,계양구,03월,13일,2,0,0,2,2,0,2018년
1443,인천,계양구,04월,13일,0,0,1,1,1,0,2018년
1444,인천,계양구,05월,13일,0,0,0,0,0,0,2018년
1445,인천,계양구,06월,13일,3,0,0,3,3,0,2018년
1446,인천,계양구,07월,13일,6,0,1,7,5,0,2018년
1447,인천,계양구,08월,13일,4,0,0,4,2,0,2018년
1448,인천,계양구,09월,13일,2,0,0,2,1,0,2018년
1449,인천,계양구,10월,13일,4,0,0,4,2,0,2018년
1450,인천,계양구,11월,13일,2,0,1,3,3,0,2018년
1451,인천,계양구,12월,13일,4,1,0,5,4,0,2018년
1452,인천,남동구,01월,13일,8,1,2,11,8,1,2018년
1453,인천,남동구,02월,13일,8,0,2,10,7,0,2018년
1454,인천,남동구,03월,13일,0,2,2,4,3,0,2018년
1455,인천,남동구,04월,13일,5,0,1,6,4,0,2018년
1456,인천,남동구,05월,13일,2,0,0,2,2,0,2018년
1457,인천,남동구,06월,13일,5,1,0,6,3,0,2018년
1458,인천,남동구,07월,13일,5,1,0,6,5,0,2018년
1459,인천,남동구,08월,13일,20,2,3,25,6,0,2018년
1460,인천,남동구,09월,13일,3,0,1,4,4,0,2018년
1461,인천,남동구,10월,13일,6,0,5,11,6,0,2018년
1462,인천,남동구,11월,13일,2,0,0,2,2,0,2018년
1463,인천,남동구,12월,13일,9,0,0,9,7,0,2018년
1464,인천,동구,01월,13일,0,0,0,0,0,0,2018년
1465,인천,동구,02월,13일,1,0,0,1,1,0,2018년
1466,인천,동구,03월,13일,1,0,0,1,1,0,2018년
1467,인천,동구,04월,13일,0,0,0,0,0,0,2018년
1468,인천,동구,05월,13일,0,0,0,0,0,0,2018년
1469,인천,동구,06월,13일,0,0,0,0,0,0,2018년
1470,인천,동구,07월,13일,0,0,2,2,2,0,2018년
1471,인천,동구,08월,13일,2,0,0,2,1,0,2018년
1472,인천,동구,09월,13일,1,0,0,1,1,0,2018년
1473,인천,동구,10월,13일,0,0,0,0,0,0,2018년
1474,인천,동구,11월,13일,0,0,0,0,0,0,2018년
1475,인천,동구,12월,13일,0,0,0,0,0,0,2018년
1476,인천,미추홀구,01월,13일,6,0,1,7,3,0,2018년
1477,인천,미추홀구,02월,13일,4,0,3,7,6,0,2018년
1478,인천,미추홀구,03월,13일,5,1,0,6,6,0,2018년
1479,인천,미추홀구,04월,13일,5,1,1,7,6,0,2018년
1480,인천,미추홀구,05월,13일,1,1,0,2,2,0,2018년
1481,인천,미추홀구,06월,13일,1,0,0,1,1,0,2018년
1482,인천,미추홀구,07월,13일,0,0,0,0,0,0,2018년
1483,인천,미추홀구,08월,13일,3,1,4,8,2,0,2018년
1484,인천,미추홀구,09월,13일,5,1,0,6,4,0,2018년
1485,인천,미추홀구,10월,13일,2,0,0,2,1,0,2018년
1486,인천,미추홀구,11월,13일,1,0,1,2,2,0,2018년
1487,인천,미추홀구,12월,13일,5,0,2,7,6,0,2018년
1488,인천,부평구,01월,13일,6,0,3,9,4,0,2018년
1489,인천,부평구,02월,13일,10,0,1,11,4,0,2018년
1490,인천,부평구,03월,13일,2,0,1,3,3,0,2018년
1491,인천,부평구,04월,13일,6,2,0,8,6,0,2018년
1492,인천,부평구,05월,13일,0,0,1,1,1,0,2018년
1493,인천,부평구,06월,13일,3,0,0,3,2,0,2018년
1494,인천,부평구,07월,13일,3,0,1,4,3,0,2018년
1495,인천,부평구,08월,13일,1,0,1,2,2,0,2018년
1496,인천,부평구,09월,13일,1,0,0,1,1,0,2018년
1497,인천,부평구,10월,13일,2,0,3,5,5,0,2018년
1498,인천,부평구,11월,13일,0,0,1,1,1,0,2018년
1499,인천,부평구,12월,13일,1,1,1,3,3,0,2018년
1500,인천,서구,01월,13일,6,2,5,13,8,0,2018년
1501,인천,서구,02월,13일,7,0,1,8,6,0,2018년
1502,인천,서구,03월,13일,7,0,0,7,5,0,2018년
1503,인천,서구,04월,13일,3,0,2,5,4,0,2018년
1504,인천,서구,05월,13일,4,0,5,9,6,0,2018년
1505,인천,서구,06월,13일,4,0,1,5,5,0,2018년
1506,인천,서구,07월,13일,2,0,2,4,4,0,2018년
1507,인천,서구,08월,13일,9,0,1,10,6,0,2018년
1508,인천,서구,09월,13일,11,0,1,12,7,0,2018년
1509,인천,서구,10월,13일,6,0,1,7,3,0,2018년
1510,인천,서구,11월,13일,2,0,2,4,4,0,2018년
1511,인천,서구,12월,13일,3,0,2,5,5,0,2018년
1512,인천,연수구,01월,13일,1,0,1,2,1,0,2018년
1513,인천,연수구,02월,13일,5,0,0,5,4,0,2018년
1514,인천,연수구,03월,13일,3,0,0,3,2,0,2018년
1515,인천,연수구,04월,13일,1,1,2,4,3,0,2018년
1516,인천,연수구,05월,13일,2,0,0,2,1,0,2018년
1517,인천,연수구,06월,13일,2,0,0,2,1,0,2018년
1518,인천,연수구,07월,13일,1,0,2,3,3,0,2018년
1519,인천,연수구,08월,13일,0,0,0,0,0,0,2018년
1520,인천,연수구,09월,13일,5,0,1,6,5,0,2018년
1521,인천,연수구,10월,13일,0,1,2,3,2,0,2018년
1522,인천,연수구,11월,13일,0,0,0,0,0,0,2018년
1523,인천,연수구,12월,13일,6,2,0,8,6,0,2018년
1524,인천,옹진군,01월,13일,0,0,0,0,0,0,2018년
1525,인천,옹진군,03월,13일,0,0,0,0,0,0,2018년
1526,인천,옹진군,04월,13일,0,0,0,0,0,0,2018년
1527,인천,옹진군,05월,13일,0,0,0,0,0,0,2018년
1528,인천,옹진군,06월,13일,0,0,2,2,1,0,2018년
1529,인천,옹진군,07월,13일,0,0,0,0,0,0,2018년
1530,인천,옹진군,08월,13일,0,0,0,0,0,0,2018년
1531,인천,옹진군,09월,13일,0,0,0,0,0,0,2018년
1532,인천,옹진군,10월,13일,0,0,0,0,0,0,2018년
1533,인천,옹진군,11월,13일,0,0,0,0,0,0,2018년
1534,인천,옹진군,12월,13일,0,0,0,0,0,0,2018년
1535,인천,중구,01월,13일,1,0,0,1,1,0,2018년
1536,인천,중구,02월,13일,3,1,2,6,3,0,2018년
1537,인천,중구,03월,13일,0,0,0,0,0,0,2018년
1538,인천,중구,04월,13일,3,2,1,6,4,0,2018년
1539,인천,중구,05월,13일,0,0,0,0,0,0,2018년
1540,인천,중구,06월,13일,3,0,1,4,3,0,2018년
1541,인천,중구,07월,13일,3,0,0,3,2,0,2018년
1542,인천,중구,08월,13일,2,1,1,4,1,0,2018년
1543,인천,중구,09월,13일,5,0,2,7,3,0,2018년
1544,인천,중구,10월,13일,5,0,0,5,2,0,2018년
1545,인천,중구,11월,13일,1,0,0,1,1,0,2018년
1546,인천,중구,12월,13일,4,0,2,6,4,0,2018년
1547,인천,강화군,01월,14일,0,0,2,2,1,0,2018년
1548,인천,강화군,02월,14일,0,0,0,0,0,0,2018년
1549,인천,강화군,03월,14일,9,10,0,19,2,0,2018년
1550,인천,강화군,04월,14일,0,0,0,0,0,0,2018년
1551,인천,강화군,05월,14일,0,0,0,0,0,0,2018년
1552,인천,강화군,06월,14일,2,0,0,2,1,0,2018년
1553,인천,강화군,07월,14일,0,0,1,1,1,0,2018년
1554,인천,강화군,08월,14일,0,0,0,0,0,0,2018년
1555,인천,강화군,09월,14일,1,0,1,2,2,0,2018년
1556,인천,강화군,10월,14일,1,0,1,2,1,0,2018년
1557,인천,강화군,11월,14일,1,0,0,1,1,0,2018년
1558,인천,강화군,12월,14일,0,0,0,0,0,0,2018년
1559,인천,계양구,01월,14일,3,0,0,3,1,0,2018년
1560,인천,계양구,02월,14일,0,0,1,1,1,0,2018년
1561,인천,계양구,03월,14일,2,0,0,2,2,0,2018년
1562,인천,계양구,04월,14일,3,0,1,4,4,0,2018년
1563,인천,계양구,05월,14일,3,0,0,3,2,0,2018년
1564,인천,계양구,06월,14일,3,0,2,5,3,0,2018년
1565,인천,계양구,07월,14일,3,0,0,3,2,0,2018년
1566,인천,계양구,08월,14일,3,0,0,3,2,0,2018년
1567,인천,계양구,09월,14일,3,0,1,4,3,0,2018년
1568,인천,계양구,10월,14일,3,0,0,3,3,0,2018년
1569,인천,계양구,11월,14일,2,1,0,3,2,0,2018년
1570,인천,계양구,12월,14일,2,1,0,3,3,0,2018년
1571,인천,남동구,01월,14일,2,0,3,5,4,0,2018년
1572,인천,남동구,02월,14일,7,0,1,8,4,0,2018년
1573,인천,남동구,03월,14일,4,0,2,6,6,0,2018년
1574,인천,남동구,04월,14일,12,0,3,15,11,0,2018년
1575,인천,남동구,05월,14일,2,1,0,3,2,0,2018년
1576,인천,남동구,06월,14일,6,0,0,6,4,0,2018년
1577,인천,남동구,07월,14일,1,0,3,4,3,0,2018년
1578,인천,남동구,08월,14일,6,0,0,6,2,0,2018년
1579,인천,남동구,09월,14일,12,0,2,14,12,0,2018년
1580,인천,남동구,10월,14일,7,0,0,7,5,0,2018년
1581,인천,남동구,11월,14일,4,2,1,7,6,0,2018년
1582,인천,남동구,12월,14일,4,0,1,5,4,0,2018년
1583,인천,동구,01월,14일,1,0,0,1,2,1,2018년
1584,인천,동구,02월,14일,0,0,0,0,0,0,2018년
1585,인천,동구,03월,14일,1,3,0,4,2,0,2018년
1586,인천,동구,04월,14일,0,0,0,0,0,0,2018년
1587,인천,동구,05월,14일,0,0,1,1,1,0,2018년
1588,인천,동구,06월,14일,1,0,0,1,1,0,2018년
1589,인천,동구,07월,14일,0,0,2,2,2,0,2018년
1590,인천,동구,08월,14일,0,0,0,0,0,0,2018년
1591,인천,동구,09월,14일,0,0,0,0,0,0,2018년
1592,인천,동구,10월,14일,0,0,0,0,0,0,2018년
1593,인천,동구,11월,14일,0,0,0,0,0,0,2018년
1594,인천,동구,12월,14일,0,0,0,0,0,0,2018년
1595,인천,미추홀구,01월,14일,7,3,0,10,6,0,2018년
1596,인천,미추홀구,02월,14일,1,0,0,1,1,0,2018년
1597,인천,미추홀구,03월,14일,1,0,0,1,1,0,2018년
1598,인천,미추홀구,04월,14일,2,1,0,3,3,0,2018년
1599,인천,미추홀구,05월,14일,2,1,1,4,4,0,2018년
1600,인천,미추홀구,06월,14일,1,1,0,2,2,0,2018년
1601,인천,미추홀구,07월,14일,1,1,0,2,2,0,2018년
1602,인천,미추홀구,08월,14일,6,2,4,12,4,0,2018년
1603,인천,미추홀구,09월,14일,5,1,2,8,6,0,2018년
1604,인천,미추홀구,10월,14일,3,0,1,4,3,0,2018년
1605,인천,미추홀구,11월,14일,4,0,1,5,3,0,2018년
1606,인천,미추홀구,12월,14일,5,3,2,10,5,0,2018년
1607,인천,부평구,01월,14일,4,1,1,6,3,0,2018년
1608,인천,부평구,02월,14일,3,0,0,3,3,0,2018년
1609,인천,부평구,03월,14일,1,0,1,2,2,0,2018년
1610,인천,부평구,04월,14일,7,0,1,8,6,0,2018년
1611,인천,부평구,05월,14일,6,0,0,6,4,0,2018년
1612,인천,부평구,06월,14일,1,0,3,4,2,0,2018년
1613,인천,부평구,07월,14일,4,0,1,5,5,0,2018년
1614,인천,부평구,08월,14일,1,0,0,1,1,0,2018년
1615,인천,부평구,09월,14일,3,0,1,4,4,0,2018년
1616,인천,부평구,10월,14일,1,0,1,2,2,0,2018년
1617,인천,부평구,11월,14일,8,0,3,11,5,0,2018년
1618,인천,부평구,12월,14일,4,0,0,4,4,0,2018년
1619,인천,서구,01월,14일,2,0,1,3,2,0,2018년
1620,인천,서구,02월,14일,3,0,1,4,3,0,2018년
1621,인천,서구,03월,14일,5,0,0,5,5,0,2018년
1622,인천,서구,04월,14일,5,0,1,6,3,0,2018년
1623,인천,서구,05월,14일,9,0,2,11,6,0,2018년
1624,인천,서구,06월,14일,0,0,1,1,1,0,2018년
1625,인천,서구,07월,14일,10,0,1,11,6,0,2018년
1626,인천,서구,08월,14일,13,0,1,14,9,0,2018년
1627,인천,서구,09월,14일,3,1,3,7,7,0,2018년
1628,인천,서구,10월,14일,2,0,1,3,3,0,2018년
1629,인천,서구,11월,14일,6,0,0,6,5,1,2018년
1630,인천,서구,12월,14일,1,0,0,1,1,0,2018년
1631,인천,연수구,01월,14일,3,0,0,3,2,0,2018년
1632,인천,연수구,02월,14일,2,0,1,3,2,0,2018년
1633,인천,연수구,03월,14일,4,0,0,4,1,0,2018년
1634,인천,연수구,04월,14일,7,1,0,8,4,0,2018년
1635,인천,연수구,05월,14일,2,0,0,2,1,0,2018년
1636,인천,연수구,06월,14일,2,0,0,2,1,0,2018년
1637,인천,연수구,07월,14일,2,0,0,2,2,0,2018년
1638,인천,연수구,08월,14일,0,0,1,1,1,0,2018년
1639,인천,연수구,09월,14일,1,0,2,3,2,0,2018년
1640,인천,연수구,10월,14일,1,0,3,4,3,0,2018년
1641,인천,연수구,11월,14일,0,0,1,1,1,0,2018년
1642,인천,연수구,12월,14일,5,0,2,7,4,0,2018년
1643,인천,옹진군,01월,14일,0,0,0,0,0,0,2018년
1644,인천,옹진군,03월,14일,0,0,0,0,0,0,2018년
1645,인천,옹진군,04월,14일,0,0,0,0,0,0,2018년
1646,인천,옹진군,05월,14일,0,0,0,0,0,0,2018년
1647,인천,옹진군,06월,14일,0,0,0,0,0,0,2018년
1648,인천,옹진군,07월,14일,1,0,0,1,1,0,2018년
1649,인천,옹진군,08월,14일,0,0,0,0,0,0,2018년
1650,인천,옹진군,09월,14일,0,0,0,0,0,0,2018년
1651,인천,옹진군,10월,14일,0,0,0,0,0,0,2018년
1652,인천,옹진군,11월,14일,0,0,0,0,0,0,2018년
1653,인천,옹진군,12월,14일,0,0,0,0,0,0,2018년
1654,인천,중구,01월,14일,1,0,2,3,2,0,2018년
1655,인천,중구,02월,14일,1,0,0,1,1,0,2018년
1656,인천,중구,03월,14일,0,0,0,0,0,0,2018년
1657,인천,중구,04월,14일,0,0,0,0,0,0,2018년
1658,인천,중구,05월,14일,4,0,0,4,3,0,2018년
1659,인천,중구,06월,14일,1,0,1,2,2,0,2018년
1660,인천,중구,07월,14일,0,1,4,5,1,0,2018년
1661,인천,중구,08월,14일,1,0,0,1,1,0,2018년
1662,인천,중구,09월,14일,2,0,0,2,3,1,2018년
1663,인천,중구,10월,14일,6,0,1,7,3,0,2018년
1664,인천,중구,11월,14일,1,0,1,2,2,0,2018년
1665,인천,중구,12월,14일,1,0,0,1,1,0,2018년
1666,인천,강화군,01월,15일,0,0,0,0,0,0,2018년
1667,인천,강화군,02월,15일,0,0,0,0,0,0,2018년
1668,인천,강화군,03월,15일,0,0,0,0,0,0,2018년
1669,인천,강화군,04월,15일,0,0,0,0,0,0,2018년
1670,인천,강화군,05월,15일,0,0,0,0,0,0,2018년
1671,인천,강화군,06월,15일,0,0,0,0,0,0,2018년
1672,인천,강화군,07월,15일,2,0,2,4,2,0,2018년
1673,인천,강화군,08월,15일,0,0,0,0,0,0,2018년
1674,인천,강화군,09월,15일,1,0,0,1,1,0,2018년
1675,인천,강화군,10월,15일,0,0,0,0,0,0,2018년
1676,인천,강화군,11월,15일,0,0,0,0,0,0,2018년
1677,인천,강화군,12월,15일,0,0,0,0,0,0,2018년
1678,인천,계양구,01월,15일,6,0,0,6,3,0,2018년
1679,인천,계양구,02월,15일,0,1,0,1,1,0,2018년
1680,인천,계양구,03월,15일,2,0,0,2,2,0,2018년
1681,인천,계양구,04월,15일,3,0,1,4,2,0,2018년
1682,인천,계양구,05월,15일,0,0,0,0,0,0,2018년
1683,인천,계양구,06월,15일,1,0,0,1,1,0,2018년
1684,인천,계양구,07월,15일,2,0,0,2,1,0,2018년
1685,인천,계양구,08월,15일,3,0,0,3,1,0,2018년
1686,인천,계양구,09월,15일,1,0,0,1,1,0,2018년
1687,인천,계양구,10월,15일,1,0,1,2,2,0,2018년
1688,인천,계양구,11월,15일,0,0,0,0,0,0,2018년
1689,인천,계양구,12월,15일,3,1,1,5,4,0,2018년
1690,인천,남동구,01월,15일,6,0,2,8,8,0,2018년
1691,인천,남동구,02월,15일,1,0,1,2,2,0,2018년
1692,인천,남동구,03월,15일,2,0,1,3,3,0,2018년
1693,인천,남동구,04월,15일,5,2,0,7,4,0,2018년
1694,인천,남동구,05월,15일,7,0,1,8,5,0,2018년
1695,인천,남동구,06월,15일,5,0,1,6,2,0,2018년
1696,인천,남동구,07월,15일,2,0,1,3,3,0,2018년
1697,인천,남동구,08월,15일,8,0,0,8,5,0,2018년
1698,인천,남동구,09월,15일,1,0,0,1,1,0,2018년
1699,인천,남동구,10월,15일,1,0,2,3,2,0,2018년
1700,인천,남동구,11월,15일,12,0,2,14,8,0,2018년
1701,인천,남동구,12월,15일,2,4,1,7,4,0,2018년
1702,인천,동구,01월,15일,0,0,1,1,1,0,2018년
1703,인천,동구,02월,15일,0,0,0,0,0,0,2018년
1704,인천,동구,03월,15일,0,0,0,0,0,0,2018년
1705,인천,동구,04월,15일,0,0,0,0,0,0,2018년
1706,인천,동구,05월,15일,0,0,0,0,0,0,2018년
1707,인천,동구,06월,15일,0,0,0,0,0,0,2018년
1708,인천,동구,07월,15일,0,0,0,0,0,0,2018년
1709,인천,동구,08월,15일,0,1,0,1,1,0,2018년
1710,인천,동구,09월,15일,0,0,0,0,0,0,2018년
1711,인천,동구,10월,15일,0,0,1,1,1,0,2018년
1712,인천,동구,11월,15일,0,0,0,0,0,0,2018년
1713,인천,동구,12월,15일,0,0,0,0,0,0,2018년
1714,인천,미추홀구,01월,15일,6,0,7,13,7,0,2018년
1715,인천,미추홀구,02월,15일,3,0,1,4,1,0,2018년
1716,인천,미추홀구,03월,15일,1,0,1,2,2,0,2018년
1717,인천,미추홀구,04월,15일,4,0,2,6,4,0,2018년
1718,인천,미추홀구,05월,15일,3,1,2,6,6,0,2018년
1719,인천,미추홀구,06월,15일,2,0,1,3,3,0,2018년
1720,인천,미추홀구,07월,15일,1,0,0,1,1,0,2018년
1721,인천,미추홀구,08월,15일,2,2,0,4,2,0,2018년
1722,인천,미추홀구,09월,15일,2,0,1,3,3,0,2018년
1723,인천,미추홀구,10월,15일,0,0,0,0,0,0,2018년
1724,인천,미추홀구,11월,15일,6,0,0,6,2,0,2018년
1725,인천,미추홀구,12월,15일,11,1,1,13,4,0,2018년
1726,인천,부평구,01월,15일,4,0,4,8,5,0,2018년
1727,인천,부평구,02월,15일,0,0,0,0,0,0,2018년
1728,인천,부평구,03월,15일,0,0,0,0,0,0,2018년
1729,인천,부평구,04월,15일,2,0,0,2,1,0,2018년
1730,인천,부평구,05월,15일,3,0,1,4,4,0,2018년
1731,인천,부평구,06월,15일,3,0,2,5,4,0,2018년
1732,인천,부평구,07월,15일,3,0,1,4,3,0,2018년
1733,인천,부평구,08월,15일,3,1,1,5,3,0,2018년
1734,인천,부평구,09월,15일,0,0,0,0,0,0,2018년
1735,인천,부평구,10월,15일,1,0,3,4,4,0,2018년
1736,인천,부평구,11월,15일,5,0,0,5,4,0,2018년
1737,인천,부평구,12월,15일,5,0,0,5,5,0,2018년
1738,인천,서구,01월,15일,1,0,4,5,5,0,2018년
1739,인천,서구,02월,15일,4,0,1,5,3,0,2018년
1740,인천,서구,03월,15일,4,0,3,7,5,0,2018년
1741,인천,서구,04월,15일,1,0,0,1,1,0,2018년
1742,인천,서구,05월,15일,5,0,0,5,4,0,2018년
1743,인천,서구,06월,15일,2,0,2,4,4,0,2018년
1744,인천,서구,07월,15일,1,0,0,1,1,0,2018년
1745,인천,서구,08월,15일,2,0,2,4,3,0,2018년
1746,인천,서구,09월,15일,8,0,0,8,6,1,2018년
1747,인천,서구,10월,15일,2,0,3,5,4,0,2018년
1748,인천,서구,11월,15일,1,0,3,4,4,1,2018년
1749,인천,서구,12월,15일,5,4,1,10,4,0,2018년
1750,인천,연수구,01월,15일,0,0,0,0,0,0,2018년
1751,인천,연수구,02월,15일,0,0,0,0,0,0,2018년
1752,인천,연수구,03월,15일,0,0,0,0,1,1,2018년
1753,인천,연수구,04월,15일,0,0,0,0,0,0,2018년
1754,인천,연수구,05월,15일,1,0,0,1,1,0,2018년
1755,인천,연수구,06월,15일,1,0,1,2,1,0,2018년
1756,인천,연수구,07월,15일,0,0,3,3,3,0,2018년
1757,인천,연수구,08월,15일,1,1,3,5,3,0,2018년
1758,인천,연수구,09월,15일,0,0,1,1,1,0,2018년
1759,인천,연수구,10월,15일,0,0,2,2,2,0,2018년
1760,인천,연수구,11월,15일,6,0,2,8,3,0,2018년
1761,인천,연수구,12월,15일,6,0,3,9,7,0,2018년
1762,인천,옹진군,01월,15일,0,0,0,0,0,0,2018년
1763,인천,옹진군,03월,15일,0,0,0,0,0,0,2018년
1764,인천,옹진군,04월,15일,0,0,0,0,0,0,2018년
1765,인천,옹진군,05월,15일,0,1,0,1,1,0,2018년
1766,인천,옹진군,06월,15일,0,0,0,0,0,0,2018년
1767,인천,옹진군,07월,15일,0,0,0,0,0,0,2018년
1768,인천,옹진군,08월,15일,0,0,0,0,0,0,2018년
1769,인천,옹진군,09월,15일,0,1,0,1,1,1,2018년
1770,인천,옹진군,10월,15일,0,0,0,0,0,0,2018년
1771,인천,옹진군,11월,15일,0,0,0,0,0,0,2018년
1772,인천,옹진군,12월,15일,0,0,0,0,0,0,2018년
1773,인천,중구,01월,15일,1,0,0,1,1,0,2018년
1774,인천,중구,02월,15일,1,0,0,1,1,0,2018년
1775,인천,중구,03월,15일,1,0,0,1,1,0,2018년
