,시도,시군구,월,일,경상자수,부상신고자수,중상자수,부상자수,사고건수,사망자수,연도
1821,인천,동구,01월,16일,0,0,0,0,0,0,2018년
1822,인천,동구,02월,16일,0,0,0,0,0,0,2018년
1823,인천,동구,03월,16일,0,0,0,0,0,0,2018년
1824,인천,동구,04월,16일,2,0,0,2,2,0,2018년
1825,인천,동구,05월,16일,0,0,0,0,0,0,2018년
1826,인천,동구,06월,16일,0,0,0,0,0,0,2018년
1827,인천,동구,07월,16일,0,0,0,0,0,0,2018년
1828,인천,동구,08월,16일,0,1,0,1,1,0,2018년
1829,인천,동구,09월,16일,0,0,0,0,0,0,2018년
1830,인천,동구,10월,16일,1,0,0,1,1,0,2018년
1831,인천,동구,11월,16일,0,0,0,0,0,0,2018년
1832,인천,동구,12월,16일,0,0,0,0,0,0,2018년
1833,인천,미추홀구,01월,16일,6,0,0,6,3,0,2018년
1834,인천,미추홀구,02월,16일,2,0,0,2,1,0,2018년
1835,인천,미추홀구,03월,16일,7,1,4,12,10,0,2018년
1836,인천,미추홀구,04월,16일,0,0,0,0,0,0,2018년
1837,인천,미추홀구,05월,16일,6,1,0,7,2,0,2018년
1838,인천,미추홀구,06월,16일,2,0,0,2,2,0,2018년
1839,인천,미추홀구,07월,16일,4,1,1,6,5,0,2018년
1840,인천,미추홀구,08월,16일,1,1,1,3,3,0,2018년
1841,인천,미추홀구,09월,16일,2,0,1,3,2,0,2018년
1842,인천,미추홀구,10월,16일,1,1,3,5,3,0,2018년
1843,인천,미추홀구,11월,16일,4,0,0,4,3,0,2018년
1844,인천,미추홀구,12월,16일,6,0,0,6,4,0,2018년
1845,인천,부평구,01월,16일,1,0,0,1,1,0,2018년
1846,인천,부평구,02월,16일,6,0,0,6,4,0,2018년
1847,인천,부평구,03월,16일,4,0,2,6,4,0,2018년
1848,인천,부평구,04월,16일,3,0,1,4,2,0,2018년
1849,인천,부평구,05월,16일,2,0,0,2,1,0,2018년
1850,인천,부평구,06월,16일,1,0,0,1,1,0,2018년
1851,인천,부평구,07월,16일,1,0,1,2,2,0,2018년
1852,인천,부평구,08월,16일,1,0,0,1,1,0,2018년
1853,인천,부평구,09월,16일,3,0,0,3,3,0,2018년
1854,인천,부평구,10월,16일,2,0,1,3,3,0,2018년
1855,인천,부평구,11월,16일,2,0,2,4,3,0,2018년
1856,인천,부평구,12월,16일,4,0,1,5,2,0,2018년
1857,인천,서구,01월,16일,6,0,3,9,6,0,2018년
1858,인천,서구,02월,16일,0,0,0,0,0,0,2018년
1859,인천,서구,03월,16일,0,0,0,0,0,0,2018년
1860,인천,서구,04월,16일,3,0,0,3,3,0,2018년
1861,인천,서구,05월,16일,5,0,0,5,4,0,2018년
1862,인천,서구,06월,16일,4,0,1,5,5,0,2018년
1863,인천,서구,07월,16일,1,0,1,2,2,0,2018년
1864,인천,서구,08월,16일,4,0,2,6,5,0,2018년
1865,인천,서구,09월,16일,2,1,2,5,4,0,2018년
1866,인천,서구,10월,16일,5,0,1,6,4,0,2018년
1867,인천,서구,11월,16일,2,0,0,2,1,0,2018년
1868,인천,서구,12월,16일,9,0,2,11,4,0,2018년
1869,인천,연수구,01월,16일,4,0,1,5,2,0,2018년
1870,인천,연수구,02월,16일,0,0,0,0,1,1,2018년
1871,인천,연수구,03월,16일,3,0,1,4,3,0,2018년
1872,인천,연수구,04월,16일,0,0,0,0,0,0,2018년
1873,인천,연수구,05월,16일,2,0,1,3,3,0,2018년
1874,인천,연수구,06월,16일,1,0,0,1,1,0,2018년
1875,인천,연수구,07월,16일,2,0,0,2,1,0,2018년
1876,인천,연수구,08월,16일,1,0,0,1,1,0,2018년
1877,인천,연수구,09월,16일,3,0,1,4,3,0,2018년
1878,인천,연수구,10월,16일,0,1,0,1,1,0,2018년
1879,인천,연수구,11월,16일,3,0,1,4,4,1,2018년
1880,인천,연수구,12월,16일,0,1,3,4,2,0,2018년
1881,인천,옹진군,01월,16일,0,0,0,0,0,0,2018년
1882,인천,옹진군,03월,16일,0,0,0,0,0,0,2018년
1883,인천,옹진군,04월,16일,0,0,0,0,0,0,2018년
1884,인천,옹진군,05월,16일,0,0,0,0,0,0,2018년
1885,인천,옹진군,06월,16일,0,0,0,0,0,0,2018년
1886,인천,옹진군,07월,16일,0,0,0,0,0,0,2018년
1887,인천,옹진군,08월,16일,0,0,0,0,0,0,2018년
1888,인천,옹진군,09월,16일,0,0,0,0,0,0,2018년
1889,인천,옹진군,10월,16일,0,0,0,0,0,0,2018년
1890,인천,옹진군,11월,16일,0,0,0,0,0,0,2018년
1891,인천,옹진군,12월,16일,0,0,0,0,0,0,2018년
1892,인천,중구,01월,16일,3,0,1,4,2,0,2018년
1893,인천,중구,02월,16일,2,0,4,6,3,0,2018년
1894,인천,중구,03월,16일,0,0,0,0,0,0,2018년
1895,인천,중구,04월,16일,6,0,2,8,5,0,2018년
1896,인천,중구,05월,16일,4,0,0,4,2,0,2018년
1897,인천,중구,06월,16일,0,0,1,1,1,0,2018년
1898,인천,중구,07월,16일,0,0,1,1,1,0,2018년
1899,인천,중구,08월,16일,0,0,0,0,0,0,2018년
1900,인천,중구,09월,16일,0,0,0,0,0,0,2018년
1901,인천,중구,10월,16일,0,0,0,0,0,0,2018년
1902,인천,중구,11월,16일,3,0,0,3,1,0,2018년
1903,인천,중구,12월,16일,0,0,1,1,1,0,2018년
1904,인천,강화군,01월,17일,0,0,0,0,0,0,2018년
1905,인천,강화군,02월,17일,0,0,0,0,0,0,2018년
1906,인천,강화군,03월,17일,0,1,0,1,1,0,2018년
1907,인천,강화군,04월,17일,0,0,1,1,1,0,2018년
1908,인천,강화군,05월,17일,0,0,0,0,0,0,2018년
1909,인천,강화군,06월,17일,0,0,1,1,1,0,2018년
1910,인천,강화군,07월,17일,0,0,0,0,0,0,2018년
1911,인천,강화군,08월,17일,0,0,1,1,1,0,2018년
1912,인천,강화군,09월,17일,0,0,0,0,0,0,2018년
1913,인천,강화군,10월,17일,2,0,1,3,2,0,2018년
1914,인천,강화군,11월,17일,1,0,1,2,1,0,2018년
1915,인천,강화군,12월,17일,0,0,0,0,0,0,2018년
1916,인천,계양구,01월,17일,2,0,0,2,1,0,2018년
1917,인천,계양구,02월,17일,0,0,1,1,1,0,2018년
1918,인천,계양구,03월,17일,0,0,1,1,1,0,2018년
1919,인천,계양구,04월,17일,1,0,1,2,2,0,2018년
1920,인천,계양구,05월,17일,2,0,1,3,3,0,2018년
1921,인천,계양구,06월,17일,4,1,0,5,4,0,2018년
1922,인천,계양구,07월,17일,2,0,1,3,2,0,2018년
1923,인천,계양구,08월,17일,3,0,0,3,2,0,2018년
1924,인천,계양구,09월,17일,0,0,1,1,1,0,2018년
1925,인천,계양구,10월,17일,3,0,3,6,3,0,2018년
1926,인천,계양구,11월,17일,2,0,1,3,3,0,2018년
1927,인천,계양구,12월,17일,5,0,0,5,3,0,2018년
1928,인천,남동구,01월,17일,6,0,1,7,5,0,2018년
1929,인천,남동구,02월,17일,0,0,1,1,1,0,2018년
1930,인천,남동구,03월,17일,8,0,0,8,7,0,2018년
1931,인천,남동구,04월,17일,2,0,1,3,3,0,2018년
1932,인천,남동구,05월,17일,4,0,0,4,3,0,2018년
1933,인천,남동구,06월,17일,2,0,0,2,2,0,2018년
1934,인천,남동구,07월,17일,5,2,0,7,7,0,2018년
1935,인천,남동구,08월,17일,7,0,4,11,8,0,2018년
1936,인천,남동구,09월,17일,5,0,1,6,4,0,2018년
1937,인천,남동구,10월,17일,10,0,0,10,8,0,2018년
1938,인천,남동구,11월,17일,9,0,6,15,9,0,2018년
1939,인천,남동구,12월,17일,8,0,3,11,8,0,2018년
1940,인천,동구,01월,17일,1,0,1,2,1,0,2018년
1941,인천,동구,02월,17일,0,0,0,0,0,0,2018년
1942,인천,동구,03월,17일,0,0,0,0,0,0,2018년
1943,인천,동구,04월,17일,0,0,0,0,0,0,2018년
1944,인천,동구,05월,17일,0,0,0,0,0,0,2018년
1945,인천,동구,06월,17일,4,0,0,4,1,0,2018년
1946,인천,동구,07월,17일,0,0,0,0,0,0,2018년
1947,인천,동구,08월,17일,4,0,0,4,1,0,2018년
1948,인천,동구,09월,17일,0,0,0,0,0,0,2018년
1949,인천,동구,10월,17일,0,0,0,0,0,0,2018년
1950,인천,동구,11월,17일,0,0,0,0,0,0,2018년
1951,인천,동구,12월,17일,0,0,0,0,0,0,2018년
1952,인천,미추홀구,01월,17일,4,0,0,4,4,0,2018년
1953,인천,미추홀구,02월,17일,3,0,0,3,1,0,2018년
1954,인천,미추홀구,03월,17일,1,0,1,2,2,0,2018년
1955,인천,미추홀구,04월,17일,3,1,2,6,5,0,2018년
1956,인천,미추홀구,05월,17일,6,0,2,8,5,0,2018년
1957,인천,미추홀구,06월,17일,5,1,1,7,4,0,2018년
1958,인천,미추홀구,07월,17일,2,0,0,2,1,0,2018년
1959,인천,미추홀구,08월,17일,1,1,1,3,3,0,2018년
1960,인천,미추홀구,09월,17일,2,3,0,5,5,0,2018년
1961,인천,미추홀구,10월,17일,4,2,1,7,5,0,2018년
1962,인천,미추홀구,11월,17일,4,0,1,5,4,0,2018년
1963,인천,미추홀구,12월,17일,3,0,0,3,3,0,2018년
1964,인천,부평구,01월,17일,4,0,0,4,3,0,2018년
1965,인천,부평구,02월,17일,6,0,2,8,7,0,2018년
1966,인천,부평구,03월,17일,3,0,1,4,3,0,2018년
1967,인천,부평구,04월,17일,1,0,0,1,1,0,2018년
1968,인천,부평구,05월,17일,3,0,1,4,4,0,2018년
1969,인천,부평구,06월,17일,0,0,0,0,0,0,2018년
1970,인천,부평구,07월,17일,2,0,1,3,2,0,2018년
1971,인천,부평구,08월,17일,0,0,0,0,0,0,2018년
1972,인천,부평구,09월,17일,1,0,1,2,2,0,2018년
1973,인천,부평구,10월,17일,1,0,1,2,2,0,2018년
1974,인천,부평구,11월,17일,10,0,0,10,5,0,2018년
1975,인천,부평구,12월,17일,1,0,0,1,1,0,2018년
1976,인천,서구,01월,17일,9,0,1,10,7,0,2018년
1977,인천,서구,02월,17일,0,0,0,0,0,0,2018년
1978,인천,서구,03월,17일,7,1,6,14,7,0,2018년
1979,인천,서구,04월,17일,3,0,0,3,2,0,2018년
1980,인천,서구,05월,17일,2,0,1,3,3,0,2018년
1981,인천,서구,06월,17일,5,1,1,7,4,0,2018년
1982,인천,서구,07월,17일,7,0,0,7,3,0,2018년
1983,인천,서구,08월,17일,4,0,0,4,4,0,2018년
1984,인천,서구,09월,17일,1,0,1,2,2,0,2018년
1985,인천,서구,10월,17일,3,0,1,4,2,0,2018년
1986,인천,서구,11월,17일,1,0,1,2,2,0,2018년
1987,인천,서구,12월,17일,1,1,2,4,4,0,2018년
1988,인천,연수구,01월,17일,0,0,1,1,1,0,2018년
1989,인천,연수구,02월,17일,2,0,0,2,2,0,2018년
1990,인천,연수구,03월,17일,1,1,2,4,2,0,2018년
1991,인천,연수구,04월,17일,0,0,1,1,1,0,2018년
1992,인천,연수구,05월,17일,3,1,0,4,2,0,2018년
1993,인천,연수구,06월,17일,0,0,0,0,0,0,2018년
1994,인천,연수구,07월,17일,4,0,0,4,4,0,2018년
1995,인천,연수구,08월,17일,2,0,0,2,2,0,2018년
1996,인천,연수구,09월,17일,1,0,4,5,4,0,2018년
1997,인천,연수구,10월,17일,7,0,0,7,3,0,2018년
1998,인천,연수구,11월,17일,0,0,1,1,1,0,2018년
1999,인천,연수구,12월,17일,0,0,0,0,0,0,2018년
2000,인천,옹진군,01월,17일,0,0,0,0,0,0,2018년
2001,인천,옹진군,03월,17일,0,0,0,0,0,0,2018년
2002,인천,옹진군,04월,17일,0,0,0,0,0,0,2018년
2003,인천,옹진군,05월,17일,0,0,0,0,0,0,2018년
2004,인천,옹진군,06월,17일,0,0,0,0,0,0,2018년
2005,인천,옹진군,07월,17일,2,0,0,2,1,0,2018년
2006,인천,옹진군,08월,17일,0,0,0,0,0,0,2018년
2007,인천,옹진군,09월,17일,0,0,0,0,0,0,2018년
2008,인천,옹진군,10월,17일,0,0,0,0,0,0,2018년
2009,인천,옹진군,11월,17일,0,0,0,0,0,0,2018년
2010,인천,옹진군,12월,17일,0,0,0,0,0,0,2018년
2011,인천,중구,01월,17일,1,0,1,2,1,0,2018년
2012,인천,중구,02월,17일,0,1,0,1,1,0,2018년
2013,인천,중구,03월,17일,0,0,0,0,0,0,2018년
2014,인천,중구,04월,17일,0,0,0,0,0,0,2018년
2015,인천,중구,05월,17일,2,0,1,3,3,0,2018년
2016,인천,중구,06월,17일,5,2,4,11,4,0,2018년
2017,인천,중구,07월,17일,1,0,0,1,1,0,2018년
2018,인천,중구,08월,17일,0,0,4,4,1,0,2018년
2019,인천,중구,09월,17일,0,0,0,0,0,0,2018년
2020,인천,중구,10월,17일,0,0,0,0,0,0,2018년
2021,인천,중구,11월,17일,4,0,0,4,2,0,2018년
2022,인천,중구,12월,17일,9,0,3,12,5,0,2018년
2023,인천,강화군,01월,18일,0,0,0,0,0,0,2018년
2024,인천,강화군,02월,18일,0,0,1,1,1,0,2018년
2025,인천,강화군,03월,18일,0,0,0,0,0,0,2018년
2026,인천,강화군,04월,18일,0,0,0,0,0,0,2018년
2027,인천,강화군,05월,18일,0,0,0,0,0,0,2018년
2028,인천,강화군,06월,18일,1,0,1,2,1,0,2018년
2029,인천,강화군,07월,18일,2,0,0,2,1,0,2018년
2030,인천,강화군,08월,18일,0,0,3,3,1,0,2018년
2031,인천,강화군,09월,18일,0,0,0,0,0,0,2018년
2032,인천,강화군,10월,18일,0,0,0,0,0,0,2018년
2033,인천,강화군,11월,18일,0,0,0,0,0,0,2018년
2034,인천,강화군,12월,18일,0,0,0,0,0,0,2018년
2035,인천,계양구,01월,18일,1,0,0,1,1,0,2018년
2036,인천,계양구,02월,18일,0,0,0,0,0,0,2018년
2037,인천,계양구,03월,18일,2,0,0,2,2,0,2018년
2038,인천,계양구,04월,18일,1,7,1,9,2,0,2018년
2039,인천,계양구,05월,18일,6,0,1,7,5,0,2018년
2040,인천,계양구,06월,18일,1,0,0,1,1,0,2018년
2041,인천,계양구,07월,18일,2,0,2,4,2,0,2018년
2042,인천,계양구,08월,18일,6,0,1,7,5,0,2018년
2043,인천,계양구,09월,18일,0,0,1,1,1,0,2018년
2044,인천,계양구,10월,18일,2,0,1,3,2,0,2018년
2045,인천,계양구,11월,18일,4,0,3,7,4,0,2018년
2046,인천,계양구,12월,18일,3,1,0,4,4,0,2018년
2047,인천,남동구,01월,18일,5,1,1,7,5,0,2018년
2048,인천,남동구,02월,18일,1,0,1,2,2,0,2018년
2049,인천,남동구,03월,18일,2,1,1,4,4,1,2018년
2050,인천,남동구,04월,18일,5,0,0,5,4,0,2018년
2051,인천,남동구,05월,18일,6,0,1,7,5,0,2018년
2052,인천,남동구,06월,18일,6,0,2,8,5,0,2018년
2053,인천,남동구,07월,18일,11,0,1,12,5,0,2018년
2054,인천,남동구,08월,18일,7,2,4,13,7,0,2018년
2055,인천,남동구,09월,18일,8,0,2,10,9,0,2018년
2056,인천,남동구,10월,18일,7,1,5,13,8,0,2018년
2057,인천,남동구,11월,18일,4,1,1,6,4,0,2018년
2058,인천,남동구,12월,18일,2,1,1,4,3,0,2018년
2059,인천,동구,01월,18일,2,0,1,3,1,0,2018년
2060,인천,동구,02월,18일,0,0,0,0,0,0,2018년
2061,인천,동구,03월,18일,0,0,3,3,1,0,2018년
2062,인천,동구,04월,18일,0,0,0,0,0,0,2018년
2063,인천,동구,05월,18일,1,0,0,1,1,0,2018년
2064,인천,동구,06월,18일,0,0,1,1,1,0,2018년
2065,인천,동구,07월,18일,0,0,0,0,0,0,2018년
2066,인천,동구,08월,18일,0,0,0,0,0,0,2018년
2067,인천,동구,09월,18일,0,0,0,0,0,0,2018년
2068,인천,동구,10월,18일,0,0,2,2,1,0,2018년
2069,인천,동구,11월,18일,0,0,1,1,1,0,2018년
2070,인천,동구,12월,18일,0,0,0,0,0,0,2018년
2071,인천,미추홀구,01월,18일,3,1,1,5,4,0,2018년
2072,인천,미추홀구,02월,18일,3,0,1,4,3,0,2018년
2073,인천,미추홀구,03월,18일,0,0,1,1,1,0,2018년
2074,인천,미추홀구,04월,18일,5,1,0,6,3,0,2018년
2075,인천,미추홀구,05월,18일,4,2,1,7,5,0,2018년
2076,인천,미추홀구,06월,18일,5,1,4,10,7,0,2018년
2077,인천,미추홀구,07월,18일,3,0,2,5,3,0,2018년
2078,인천,미추홀구,08월,18일,6,2,0,8,3,0,2018년
2079,인천,미추홀구,09월,18일,5,1,2,8,7,0,2018년
2080,인천,미추홀구,10월,18일,1,1,2,4,4,0,2018년
2081,인천,미추홀구,11월,18일,0,1,0,1,1,0,2018년
2082,인천,미추홀구,12월,18일,3,0,0,3,3,0,2018년
2083,인천,부평구,01월,18일,3,0,3,6,3,0,2018년
2084,인천,부평구,02월,18일,5,0,1,6,4,0,2018년
2085,인천,부평구,03월,18일,2,0,2,4,3,0,2018년
2086,인천,부평구,04월,18일,2,1,2,5,6,1,2018년
2087,인천,부평구,05월,18일,4,0,5,9,4,0,2018년
2088,인천,부평구,06월,18일,2,0,3,5,5,0,2018년
2089,인천,부평구,07월,18일,2,0,1,3,3,0,2018년
2090,인천,부평구,08월,18일,3,0,1,4,3,0,2018년
2091,인천,부평구,09월,18일,6,1,2,9,4,0,2018년
2092,인천,부평구,10월,18일,0,0,0,0,0,0,2018년
2093,인천,부평구,11월,18일,4,0,3,7,2,0,2018년
2094,인천,부평구,12월,18일,4,0,0,4,3,0,2018년
2095,인천,서구,01월,18일,4,0,2,6,4,0,2018년
2096,인천,서구,02월,18일,1,0,0,1,1,0,2018년
2097,인천,서구,03월,18일,1,0,0,1,1,0,2018년
2098,인천,서구,04월,18일,5,0,0,5,2,0,2018년
2099,인천,서구,05월,18일,2,0,0,2,2,0,2018년
2100,인천,서구,06월,18일,4,0,0,4,4,0,2018년
2101,인천,서구,07월,18일,5,0,1,6,4,0,2018년
2102,인천,서구,08월,18일,1,0,3,4,3,0,2018년
2103,인천,서구,09월,18일,4,0,0,4,4,0,2018년
2104,인천,서구,10월,18일,2,0,4,6,5,0,2018년
2105,인천,서구,11월,18일,6,0,4,10,5,0,2018년
2106,인천,서구,12월,18일,1,0,0,1,1,0,2018년
2107,인천,연수구,01월,18일,1,0,1,2,2,0,2018년
2108,인천,연수구,02월,18일,0,0,0,0,0,0,2018년
2109,인천,연수구,03월,18일,4,0,1,5,2,0,2018년
2110,인천,연수구,04월,18일,2,0,0,2,2,0,2018년
2111,인천,연수구,05월,18일,5,0,1,6,4,0,2018년
2112,인천,연수구,06월,18일,1,0,0,1,1,0,2018년
2113,인천,연수구,07월,18일,1,0,0,1,1,0,2018년
2114,인천,연수구,08월,18일,3,1,0,4,3,0,2018년
2115,인천,연수구,09월,18일,1,0,1,2,2,0,2018년
2116,인천,연수구,10월,18일,1,0,2,3,2,0,2018년
2117,인천,연수구,11월,18일,1,0,0,1,1,0,2018년
2118,인천,연수구,12월,18일,1,0,1,2,2,0,2018년
2119,인천,옹진군,01월,18일,0,0,0,0,0,0,2018년
2120,인천,옹진군,03월,18일,0,0,0,0,0,0,2018년
2121,인천,옹진군,04월,18일,0,0,0,0,0,0,2018년
2122,인천,옹진군,05월,18일,0,0,0,0,0,0,2018년
2123,인천,옹진군,06월,18일,0,0,0,0,0,0,2018년
2124,인천,옹진군,07월,18일,0,0,0,0,0,0,2018년
2125,인천,옹진군,08월,18일,0,0,0,0,0,0,2018년
2126,인천,옹진군,09월,18일,0,0,0,0,0,0,2018년
2127,인천,옹진군,10월,18일,0,0,0,0,0,0,2018년
2128,인천,옹진군,11월,18일,0,0,0,0,0,0,2018년
2129,인천,옹진군,12월,18일,0,0,0,0,0,0,2018년
2130,인천,중구,01월,18일,2,0,0,2,2,0,2018년
2131,인천,중구,02월,18일,0,0,1,1,1,0,2018년
2132,인천,중구,03월,18일,1,1,0,2,2,0,2018년
2133,인천,중구,04월,18일,0,0,0,0,0,0,2018년
2134,인천,중구,05월,18일,2,0,0,2,2,0,2018년
2135,인천,중구,06월,18일,0,0,0,0,0,0,2018년
2136,인천,중구,07월,18일,2,0,1,3,2,0,2018년
2137,인천,중구,08월,18일,0,0,1,1,1,0,2018년
2138,인천,중구,09월,18일,3,0,2,5,2,0,2018년
2139,인천,중구,10월,18일,1,0,0,1,1,0,2018년
2140,인천,중구,11월,18일,0,0,1,1,1,0,2018년
2141,인천,중구,12월,18일,5,0,0,5,4,1,2018년
2142,인천,강화군,01월,19일,0,0,0,0,0,0,2018년
2143,인천,강화군,02월,19일,0,0,0,0,0,0,2018년
2144,인천,강화군,03월,19일,0,0,0,0,0,0,2018년
2145,인천,강화군,04월,19일,0,0,0,0,0,0,2018년
2146,인천,강화군,05월,19일,2,0,0,2,1,0,2018년
2147,인천,강화군,06월,19일,0,0,0,0,0,0,2018년
2148,인천,강화군,07월,19일,1,0,1,2,2,0,2018년
2149,인천,강화군,08월,19일,0,0,0,0,0,0,2018년
2150,인천,강화군,09월,19일,0,0,1,1,1,0,2018년
2151,인천,강화군,10월,19일,3,0,1,4,1,0,2018년
2152,인천,강화군,11월,19일,0,0,0,0,0,0,2018년
2153,인천,강화군,12월,19일,0,0,0,0,0,0,2018년
2154,인천,계양구,01월,19일,1,1,0,2,2,1,2018년
2155,인천,계양구,02월,19일,3,1,2,6,4,0,2018년
2156,인천,계양구,03월,19일,3,0,2,5,5,0,2018년
2157,인천,계양구,04월,19일,4,0,0,4,2,0,2018년
2158,인천,계양구,05월,19일,7,0,3,10,5,0,2018년
2159,인천,계양구,06월,19일,0,0,0,0,0,0,2018년
2160,인천,계양구,07월,19일,4,0,1,5,4,0,2018년
2161,인천,계양구,08월,19일,6,1,0,7,4,2,2018년
2162,인천,계양구,09월,19일,3,0,0,3,2,0,2018년
2163,인천,계양구,10월,19일,6,0,3,9,2,0,2018년
2164,인천,계양구,11월,19일,2,0,0,2,1,0,2018년
2165,인천,계양구,12월,19일,2,0,1,3,3,0,2018년
2166,인천,남동구,01월,19일,10,0,2,12,9,0,2018년
2167,인천,남동구,02월,19일,3,1,0,4,3,0,2018년
2168,인천,남동구,03월,19일,2,0,0,2,2,0,2018년
2169,인천,남동구,04월,19일,3,0,1,4,3,0,2018년
2170,인천,남동구,05월,19일,7,1,2,10,5,0,2018년
2171,인천,남동구,06월,19일,7,0,7,14,9,0,2018년
2172,인천,남동구,07월,19일,7,0,1,8,7,0,2018년
2173,인천,남동구,08월,19일,4,1,0,5,3,0,2018년
2174,인천,남동구,09월,19일,11,0,3,14,11,0,2018년
2175,인천,남동구,10월,19일,5,0,6,11,8,0,2018년
2176,인천,남동구,11월,19일,4,2,1,7,7,0,2018년
2177,인천,남동구,12월,19일,6,1,1,8,4,0,2018년
2178,인천,동구,01월,19일,0,0,1,1,1,0,2018년
2179,인천,동구,02월,19일,3,0,2,5,1,0,2018년
2180,인천,동구,03월,19일,0,0,0,0,0,0,2018년
2181,인천,동구,04월,19일,0,0,0,0,0,0,2018년
2182,인천,동구,05월,19일,0,0,0,0,0,0,2018년
2183,인천,동구,06월,19일,0,0,0,0,0,0,2018년
2184,인천,동구,07월,19일,0,0,0,0,0,0,2018년
2185,인천,동구,08월,19일,3,0,2,5,2,0,2018년
2186,인천,동구,09월,19일,1,1,0,2,2,0,2018년
2187,인천,동구,10월,19일,1,0,0,1,1,0,2018년
2188,인천,동구,11월,19일,0,0,0,0,0,0,2018년
2189,인천,동구,12월,19일,0,0,0,0,0,0,2018년
2190,인천,미추홀구,01월,19일,2,0,1,3,3,0,2018년
2191,인천,미추홀구,02월,19일,4,0,0,4,3,0,2018년
2192,인천,미추홀구,03월,19일,2,1,0,3,3,0,2018년
2193,인천,미추홀구,04월,19일,0,0,2,2,2,0,2018년
2194,인천,미추홀구,05월,19일,14,1,0,15,6,0,2018년
2195,인천,미추홀구,06월,19일,2,0,1,3,3,0,2018년
2196,인천,미추홀구,07월,19일,3,0,0,3,1,0,2018년
2197,인천,미추홀구,08월,19일,3,0,1,4,3,0,2018년
2198,인천,미추홀구,09월,19일,1,1,0,2,2,0,2018년
2199,인천,미추홀구,10월,19일,1,1,0,2,2,0,2018년
2200,인천,미추홀구,11월,19일,2,0,2,4,3,0,2018년
2201,인천,미추홀구,12월,19일,3,1,0,4,4,0,2018년
2202,인천,부평구,01월,19일,4,0,0,4,3,0,2018년
2203,인천,부평구,02월,19일,1,0,1,2,2,0,2018년
2204,인천,부평구,03월,19일,4,2,1,7,2,0,2018년
2205,인천,부평구,04월,19일,1,0,1,2,2,0,2018년
2206,인천,부평구,05월,19일,3,0,0,3,3,0,2018년
2207,인천,부평구,06월,19일,2,0,0,2,2,0,2018년
2208,인천,부평구,07월,19일,8,0,0,8,7,0,2018년
2209,인천,부평구,08월,19일,1,0,0,1,1,0,2018년
2210,인천,부평구,09월,19일,5,0,0,5,3,0,2018년
2211,인천,부평구,10월,19일,3,0,1,4,3,0,2018년
2212,인천,부평구,11월,19일,0,0,0,0,0,0,2018년
2213,인천,부평구,12월,19일,1,0,0,1,1,0,2018년
2214,인천,서구,01월,19일,2,0,4,6,5,0,2018년
2215,인천,서구,02월,19일,7,0,0,7,6,0,2018년
2216,인천,서구,03월,19일,1,0,2,3,2,0,2018년
2217,인천,서구,04월,19일,9,0,1,10,8,0,2018년
2218,인천,서구,05월,19일,1,0,2,3,3,0,2018년
2219,인천,서구,06월,19일,3,0,1,4,3,0,2018년
2220,인천,서구,07월,19일,5,0,1,6,3,0,2018년
2221,인천,서구,08월,19일,1,0,1,2,3,1,2018년
2222,인천,서구,09월,19일,4,0,1,5,4,1,2018년
2223,인천,서구,10월,19일,5,0,1,6,5,0,2018년
2224,인천,서구,11월,19일,4,0,0,4,3,0,2018년
2225,인천,서구,12월,19일,1,0,0,1,1,0,2018년
2226,인천,연수구,01월,19일,2,1,3,6,3,0,2018년
2227,인천,연수구,02월,19일,0,0,0,0,0,0,2018년
2228,인천,연수구,03월,19일,6,0,0,6,3,0,2018년
2229,인천,연수구,04월,19일,1,0,0,1,1,0,2018년
2230,인천,연수구,05월,19일,1,1,1,3,3,0,2018년
2231,인천,연수구,06월,19일,0,0,1,1,1,0,2018년
2232,인천,연수구,07월,19일,2,0,1,3,3,0,2018년
2233,인천,연수구,08월,19일,6,1,0,7,2,0,2018년
2234,인천,연수구,09월,19일,5,0,0,5,2,0,2018년
2235,인천,연수구,10월,19일,2,0,0,2,2,2,2018년
2236,인천,연수구,11월,19일,3,0,1,4,2,0,2018년
2237,인천,연수구,12월,19일,1,0,3,4,2,0,2018년
2238,인천,옹진군,01월,19일,0,0,0,0,0,0,2018년
2239,인천,옹진군,03월,19일,0,0,0,0,0,0,2018년
2240,인천,옹진군,04월,19일,0,0,0,0,0,0,2018년
2241,인천,옹진군,05월,19일,0,0,0,0,0,0,2018년
2242,인천,옹진군,06월,19일,0,0,0,0,0,0,2018년
2243,인천,옹진군,07월,19일,0,0,0,0,0,0,2018년
2244,인천,옹진군,08월,19일,0,0,0,0,0,0,2018년
2245,인천,옹진군,09월,19일,0,0,0,0,0,0,2018년
2246,인천,옹진군,10월,19일,0,0,0,0,0,0,2018년
2247,인천,옹진군,11월,19일,0,0,0,0,0,0,2018년
2248,인천,옹진군,12월,19일,0,0,0,0,0,0,2018년
2249,인천,중구,01월,19일,1,0,1,2,2,0,2018년
2250,인천,중구,02월,19일,2,0,0,2,1,0,2018년
2251,인천,중구,03월,19일,0,0,0,0,0,0,2018년
2252,인천,중구,04월,19일,2,0,1,3,2,1,2018년
2253,인천,중구,05월,19일,4,0,1,5,3,0,2018년
2254,인천,중구,06월,19일,1,1,0,2,2,0,2018년
2255,인천,중구,07월,19일,0,0,0,0,0,0,2018년
2256,인천,중구,08월,19일,3,2,0,5,2,0,2018년
